,CoRE_name,refcode,doi,flag,Df,Di,Dif,GPOAV,GPONAV,GPOV,GSA,POAV,POAV_vol_frac,PONAV,PONAV_vol_frac,VPOV,VSA,cell_v,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-0-all,mc-I-1-all,mc-I-2-all,mc-I-3-all,mc-T-0-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-0-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-0-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-I-0-all,D_mc-I-1-all,D_mc-I-2-all,D_mc-I-3-all,D_mc-T-0-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-0-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-2,f-lig-Z-3,f-lig-I-0,f-lig-I-1,f-lig-I-2,f-lig-I-3,f-lig-T-0,f-lig-T-1,f-lig-T-2,f-lig-T-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,f-lig-S-3,lc-chi-0-all,lc-chi-1-all,lc-chi-2-all,lc-chi-3-all,lc-Z-0-all,lc-Z-1-all,lc-Z-2-all,lc-Z-3-all,lc-I-0-all,lc-I-1-all,lc-I-2-all,lc-I-3-all,lc-T-0-all,lc-T-1-all,lc-T-2-all,lc-T-3-all,lc-S-0-all,lc-S-1-all,lc-S-2-all,lc-S-3-all,lc-alpha-0-all,lc-alpha-1-all,lc-alpha-2-all,lc-alpha-3-all,D_lc-chi-0-all,D_lc-chi-1-all,D_lc-chi-2-all,D_lc-chi-3-all,D_lc-Z-0-all,D_lc-Z-1-all,D_lc-Z-2-all,D_lc-Z-3-all,D_lc-I-0-all,D_lc-I-1-all,D_lc-I-2-all,D_lc-I-3-all,D_lc-T-0-all,D_lc-T-1-all,D_lc-T-2-all,D_lc-T-3-all,D_lc-S-0-all,D_lc-S-1-all,D_lc-S-2-all,D_lc-S-3-all,D_lc-alpha-0-all,D_lc-alpha-1-all,D_lc-alpha-2-all,D_lc-alpha-3-all,func-chi-0-all,func-chi-1-all,func-chi-2-all,func-chi-3-all,func-Z-0-all,func-Z-1-all,func-Z-2-all,func-Z-3-all,func-I-0-all,func-I-1-all,func-I-2-all,func-I-3-all,func-T-0-all,func-T-1-all,func-T-2-all,func-T-3-all,func-S-0-all,func-S-1-all,func-S-2-all,func-S-3-all,func-alpha-0-all,func-alpha-1-all,func-alpha-2-all,func-alpha-3-all,D_func-chi-0-all,D_func-chi-1-all,D_func-chi-2-all,D_func-chi-3-all,D_func-Z-0-all,D_func-Z-1-all,D_func-Z-2-all,D_func-Z-3-all,D_func-I-0-all,D_func-I-1-all,D_func-I-2-all,D_func-I-3-all,D_func-T-0-all,D_func-T-1-all,D_func-T-2-all,D_func-T-3-all,D_func-S-0-all,D_func-S-1-all,D_func-S-2-all,D_func-S-3-all,D_func-alpha-0-all,D_func-alpha-1-all,D_func-alpha-2-all,D_func-alpha-3-all,filename,0
15,ACAJOF_clean,ACAJOF,10.1039/c2dt31427d,-1,6.10482,6.86398,6.86398,0.237874,0,0.237874474,796.955,925.181,0.2899,0,0,0.2899,971.259,3191.38,172.392,330.048,688.2868,930.368,2580,5628,7264,8224,20,44,76,112,120,308,428,512,13.9402,33.872,53.6868,70.3264,3.61,31.92,29.07,63.574,841,1131,1044,2030,1,5,6,12,25,55,90,160,1.9044,5.0646,6.3756,11.4264,0,-7.3,-3.9,-10.66,0,106,138,278,0,0,0,0,0,14,12,28,0,3.23,3.66,8.28,129.5165,251.396,416.4419333,503.5766667,488,952,1259.333333,1058.666667,19.66666667,38.66666667,65.33333333,82.66666667,104,256,323.3333333,306.6666667,7.5281,17.38146667,24.93773333,26.176,10.9696,11.016,23.36373333,22.98133333,59,60,107.3333333,61.33333333,1,1.333333333,2.666666667,3,2,6,8.666666667,7.333333333,0.542766667,0.759733333,1.3,1.112366667,36.98,95.67333333,136.635076,121.88532,0,0.92,1.48,2.97,0,2,6,15,0,0,0,0,0,-2,-2,-1.666666667,0,-0.04,0.213333333,0.7,0,-6.6,-4.671406667,-2.31422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACAJOF_clean.cif,
16,ACODON_clean,ACODON,10.1039/c2cc35526d,-1,4.65537,7.1439,7.12384,0.38617,0,0.38616825,1259.77,1510.09,0.4438,0,0,0.4438,1447.77,3402.63,146.1924,235.6492,989.2586,810.8004,5214,10936,11042,5784,17,40,102,100,170,576,584,240,12.3595,36.5854,65.513,60.683,1.21,35.882,16.434,39.017,4225,4940,2925,5135,1,10,6,13,100,240,190,340,2.8224,12.3984,8.2488,15.9432,0,-21.62,-8.34,-21.17,0,574,345,766,0,0,0,0,0,76,41,96,0,9.42,5.17,12.35,199.8457667,389.8248,628.8641333,790.958,1015.666667,2076,3093.333333,3536,28.66666667,59.33333333,94,124,153.3333333,383.3333333,558,652,13.23026667,30.89233333,46.583,56.9932,10.88584889,11.37738667,19.52117333,18.34186667,59.02222222,69.33333333,99.73333333,91.73333333,1,1.355555556,2.088888889,2.311111111,2.422222222,5.222222222,6.533333333,9.066666667,0.543566667,0.786251111,1.105302222,1.211466667,45.79666667,99.69177778,118.6897588,159.3334553,0,0.447333333,0.96,1.548444444,0,0.133333333,3,4.977777778,0,0,0,0,0,-1.022222222,-1.6,-2.488888889,0,-0.044444444,0.04,0.078222222,0,-4.017777778,-4.641422,-7.184750222,3.83688,19.42968,26.8056,49.932,180,312,432,504,0.8,3.2,4.8,9.6,12.8,32,57.6,76.8,0.89888,2.57792,3.91776,5.80032,500,784,1356,1896.8532,0,-1.864,-1.728,-1.776,0,27.2,43.2,110.4,0,0,0,0,0,4.8,4.8,19.2,0,0.96,1.392,4.704,0,48.64,65.76,164.125872,ACODON_clean.cif,
17,ADODII_clean,ADODII,10.1039/c2cc35432b,1,5.30365,5.97541,5.62846,0.226941,0,0.226942077,740.887,469.807,0.2761,0,0,0.2761,901.374,1701.58,209.4482,421.212,2076.3644,1328.568,7626,20592,25602,15120,24,76,216,172,396,1640,2320,1184,18.036,73.0572,140.5368,111.6396,1.21,39.666,18.04,33.792,3249,4788,5301,4104,1,11,7,11,121,352,341,330,2.8561,13.7059,10.6639,14.1115,0,-23.96,-8.7,-18.62,0,543,306,555,0,0,0,0,0,89,46,91,0,10.48,5.52,10.24,756.5684,1555.194,2612.4422,3391.962,3128,6576,9704,11064,111,232,386,516,618,1556,2276,2628,46.4319,111.3112,169.1186,207.1652,10.500825,12.590625,18.70545,19.21425,57,69,102,93,1,1.5,2,2.5,3,6,7.5,10.5,0.5479,0.85085,1.1177,1.28205,52.99,106.785,129.83,179.1451715,0,0.2225,0.6675,1.51,0,0.5,1.5,5.5,0,0,0,0,0,-0.5,-1.5,-2,0,-0.01,-0.03,0.14,0,-1.5,-4.5,-5.603555,11.8336,17.544,42.36114286,58.08685714,64,96,155.4285714,260.5714286,1,2,5.142857143,6.857142857,4,14.28571429,24,41.14285714,0.5329,1.1242,2.223371429,3.353828571,28.09,119.78,225.714704,348.956028,0,1.78,5.377142857,6.702857143,0,4,21.71428571,22.28571429,0,0,0,0,0,-3.142857143,-1.714285714,-6.857142857,0,-0.08,0.708571429,0.411428571,0,-12,-15.33053714,-29.49790286,ADODII_clean.cif,
18,ADODOO_clean,ADODOO,10.1039/c2cc35432b,1,5.31331,5.9443,5.61744,0.211962,0,0.211963104,686.18,447.99,0.273,0,0,0.273,883.776,1640.99,209.9082,435.636,2082.9444,1334.736,9066,22608,27906,15984,24,76,216,172,396,1640,2320,1184,17.9686,72.7328,140.2846,111.4904,1.44,43.272,19.8,36.864,3969,5292,6237,4536,1,11,7,11,121,352,341,330,2.8224,13.6248,10.584,14.028,0,-22.86,-8.1,-17.52,0,609,342,621,0,0,0,0,0,89,46,91,0,10.37,5.46,10.13,756.5684,1555.194,2612.4422,3391.962,3128,6576,9704,11064,111,232,386,516,618,1556,2276,2628,46.4319,111.3112,169.1186,207.1652,10.500825,12.590625,18.70545,19.21425,57,69,102,93,1,1.5,2,2.5,3,6,7.5,10.5,0.5479,0.85085,1.1177,1.28205,52.99,106.785,129.83,179.1451715,0,0.2225,0.6675,1.51,0,0.5,1.5,5.5,0,0,0,0,0,-0.5,-1.5,-2,0,-0.01,-0.03,0.14,0,-1.5,-4.5,-5.603555,11.8336,17.544,42.36114286,58.08685714,64,96,155.4285714,260.5714286,1,2,5.142857143,6.857142857,4,14.28571429,24,41.14285714,0.5329,1.1242,2.223371429,3.353828571,28.09,119.78,225.714704,348.956028,0,1.78,5.377142857,6.702857143,0,4,21.71428571,22.28571429,0,0,0,0,0,-3.142857143,-1.714285714,-6.857142857,0,-0.08,0.708571429,0.411428571,0,-12,-15.33053714,-29.49790286,ADODOO_clean.cif,
19,ADODUU_clean,ADODUU,10.1039/c2cc35432b,1,5.29096,5.93337,5.57799,0.206501,0,0.206501334,667.661,441.221,0.2717,0,0,0.2717,878.464,1623.93,196.4432,383.982,1734.5624,1226.313,9506,21576,26834,14208,22,68,176,154,328,1296,1794,1012,16.7828,65.1868,117.6774,98.0154,1.21,36.861,18.04,30.987,4225,5070,6565,4290,1,10,7,10,100,280,290,270,2.8224,12.3312,10.584,12.7344,0,-22.51,-8.7,-17.17,0,572,354,584,0,0,0,0,0,72,41,73,0,9.46,5.46,9.22,756.5684,1555.194,2612.4422,3391.962,3128,6576,9704,11064,111,232,386,516,618,1556,2276,2628,46.4319,111.3112,169.1186,207.1652,11.07201429,10.95407143,19.5198,18.49842857,60,60,106.2857143,94.28571429,1,1.285714286,2,2.285714286,2.142857143,4.714285714,6,8.571428571,0.541471429,0.7271,1.107971429,1.2144,42.31857143,86.68714286,111.8942857,153.7029551,0,0.508571429,0.762857143,1.625714286,0,1.142857143,1.714285714,4.857142857,0,0,0,0,0,-1.142857143,-1.714285714,-2.857142857,0,-0.022857143,-0.034285714,0.045714286,0,-3.428571429,-5.142857143,-8.344888571,11.8336,17.544,42.36114286,58.08685714,64,96,155.4285714,260.5714286,1,2,5.142857143,6.857142857,4,14.28571429,24,41.14285714,0.5329,1.1242,2.223371429,3.353828571,28.09,119.78,225.714704,348.956028,0,1.78,5.377142857,6.702857143,0,4,21.71428571,22.28571429,0,0,0,0,0,-3.142857143,-1.714285714,-6.857142857,0,-0.08,0.708571429,0.411428571,0,-12,-15.33053714,-29.49790286,ADODUU_clean.cif,
20,ADOGEH_clean,ADOGEH,10.1039/c2cc36220a,-1,5.04587,12.68927,12.68927,0.496121,0.0457883,0.541910561,1550.03,2310.05,0.506,213.2,0.0467,0.5527,1580.9,4565.31,127.8988,244.928,456.1952,525.632,2338,4480,4832,6016,14,32,48,64,80,192,256,320,10.4436,25.112,34.0544,43.0992,3.61,26.144,19.38,45.524,841,928,696,1624,1,4,4,8,16,32,48,80,1.9044,4.0296,4.2504,8.28,0,-6.16,-2.6,-8.76,0,84,92,176,0,0,0,0,0,8,4,12,0,2.6,2.44,5.04,200.8089,422.865,647.1096,782.901,864,1638,2490,3096,27,60,96,114,174,474,630,852,11.4531,27.5868,40.404,51.6978,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,8,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-6,0,-0.04,-0.04,-0.08,0,-6,-6,-12,9.2416,27.816,15.504,31.008,49,63,84,168,1,4,2,4,16,32,24,56,0.5625,1.41,1.155,2.31,54.76,183.677842,167.24,334.48,0,3.01,0.98,1.96,0,19,2,4,0,0,0,0,0,8,2,2,0,1.12,-0.04,-0.08,0,4.77867,-7.8,-15.6,ADOGEH_clean.cif,
21,ADUWIH_clean,ADUWIH,10.1002/chem.201300144,-1,6.55138,9.28386,8.99777,0.788508,0,0.788508329,2590.28,6122.69,0.5694,0,0,0.5694,1870.5,10752.9,189.1857,346.752,739.9944,873.072,3684,6912,7776,9792,21,48,78,108,126,312,432,552,15.1005,36.4416,52.9854,70.1676,2.7225,22.704,16.83,39.534,900,960,720,1680,1,4,4,8,18,36,54,90,1.7161,3.8252,4.0348,7.86,0,-7.16,-3.6,-10.76,0,88,96,184,0,0,0,0,0,10,6,16,0,2.32,2.16,4.48,738.3798,1527.246,2517.5952,3114.369,3132,6624,9756,10944,108,228,372,474,600,1488,2124,2550,46.5372,111.5268,167.8116,200.2506,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,11.8336,17.544,41.452,50.224,64,96,160,208,1,2,5,6,4,14,22,28,0.5329,1.1242,2.2265,2.7886,28.09,119.78,227.445366,287.335366,0,1.78,5.15,6.04,0,4,20,22,0,0,0,0,0,-3,-1,-2,0,-0.08,0.6,0.56,0,-12,-16.41422,-22.41422,ADUWIH_clean.cif,
22,AFENEE_clean,AFENEE,10.1039/b108616b,1,3.41581,4.49346,4.49346,0,0.148912,0.148911982,0,0,0,370.137,0.186,0.186,0,1989.98,92.7113,183.9746,272.6712,367.098,2693,3376,5556,1992,13,26,40,48,66,164,224,164,8.6316,18.1058,29.5728,27.7816,3.7249,23.4688,39.372,73.34,2209,1316,2256,2632,1,4,8,16,16,48,104,136,1.6384,3.84,7.8848,11.6736,0,-4.44,-4.96,-7.12,0,160,328,696,0,0,0,0,0,4,6,30,0,2.12,4.08,11.36,228.1264,495.057,794.408,902.0212,790,1824,2384,2422,38,78,128,146,206,492,636,708,14.2006,34.9118,49.6888,54.1746,9.2416,15.504,32.756,39.6568,49,84,119,112,1,2,4.5,5.5,4,13,21,18,0.5625,1.155,1.99875,2.11875,54.76,167.24,275.755228,269.544149,0,0.98,2.905,3.675,0,2,14.5,22.5,0,0,0,0,0,-2.5,-1.5,2,0,-0.04,0.71,1.3,0,-7.8,-3.96422,4.275115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AFENEE_clean.cif,
23,AFOYAW_clean,AFOYAW,10.1039/b806671j,1,4.22739,5.94533,5.94533,0.393305,0,0.393304721,1379.91,881.21,0.3847,0,0,0.3847,1349.72,2290.64,555.1056,1260.828,2258.732,3318.6784,5838,12296,22766,26088,80,180,316,464,496,1360,2268,2724,43.6204,109.676,193.812,256.1644,3.61,26.752,44.9635,70.2335,841,942.5,2189.5,2784,1,4.5,9,14,20.5,61.5,118,165,1.9044,4.6299,9.7566,13.6068,0,-5.53,-6.565,-10.365,0,98,185.5,310,0,0,0,0,0,7,15,27,0,2.855,5.35,9.46,159.1946,359.7964,550.7928,572.975,662,1564,2136,1772,24,52,80,90,132,328,472,458,10.3992,25.4732,36.968,36.3882,9.2416,16.9936,23.6816,14.44,49,91,98,49,1,2,3,2,4,10,14,8,0.5625,1.14,1.4175,0.855,54.76,138.38,171.732614,116.972614,0,0.49,1.33,1.33,0,1,7,7,0,0,0,0,0,-1,-1,0,0,-0.02,0.36,0.36,0,-3.9,-1.00711,-1.00711,9.2416,21.753024,41.679616,25.4144,49,117.6,172.48,86.24,1,2.76,5.28,3.52,7.8,22.92,30.72,20.16,0.5625,1.5903,2.4948,1.5048,54.76,223.8648,302.2494006,205.8718006,0,1.2348,2.3408,2.3408,0,2.52,12.32,12.32,0,0,0,0,0,-0.24,4.32,3.04,0,-0.0504,0.6336,0.6336,0,-9.828,-1.7725136,-1.7725136,AFOYAW_clean.cif,
24,AFOYIE_clean,AFOYIE,10.1039/b806671j,1,8.62458,9.09956,9.09178,0.769668,0,0.769667943,2467,1409.77,0.5864,0,0,0.5864,1879.58,2404.1,133.1728,290.3808,515.7664,730.6544,2362,4312,7880,7946,18,40,72,98,112,312,520,464,13.052,30.3,56.3016,66.7736,3.61,23.104,42.484,62.814,841,812,1508,2465,1,4,8,13,16,48,96,128,1.9044,4.14,8.3904,12.3372,0,-4.56,-7.16,-8.36,0,88,180,292,0,0,0,0,0,4,8,20,0,2.52,4.96,9,159.1946,359.7964,550.7928,572.975,662,1564,2136,1772,24,52,80,90,132,328,472,458,10.3992,25.4732,36.968,36.3882,9.2416,16.9936,23.6816,14.44,49,91,98,49,1,2,3,2,4,10,14,8,0.5625,1.14,1.4175,0.855,54.76,138.38,171.732614,116.972614,0,0.49,1.33,1.33,0,1,7,7,0,0,0,0,0,-1,-1,0,0,-0.02,0.36,0.36,0,-3.9,-1.00711,-1.00711,9.2416,23.256,47.3632,28.88,49,126,196,98,1,3,6,4,9,27,36,24,0.5625,1.7325,2.835,1.71,54.76,250.86,343.465228,233.945228,0,1.47,2.66,2.66,0,3,14,14,0,0,0,0,0,0,6,4,0,-0.06,0.72,0.72,0,-11.7,-2.01422,-2.01422,AFOYIE_clean.cif,
25,AGARUW_clean,AGARUW,10.1039/b806615a,1,6.25183,6.77693,6.7733,0.198087,0,0.198086853,632.467,849.935,0.351,0,0,0.351,1120.7,2421.47,382.8126,742.4168,2819.3872,3446.4816,15044,31472,62512,58816,44,124,308,444,484,1732,3252,3860,33.8172,113.326,233.3908,315.0492,1.21,29.832,25.399,64.757,3249,3591,9291,7581,1,8,10,19,64,176,320,376,2.8561,9.9034,16.0888,23.2375,0,-18.32,-12.09,-37.97,0,393,407,950,0,0,0,0,0,42,40,105,0,7.66,7.38,18.36,86.00783333,148.3994667,221.3908,195.8045333,433.3333333,738.6666667,1068,821.3333333,10,19.33333333,27.33333333,25.33333333,46.66666667,106,131.3333333,100,5.060466667,10.32406667,13.98593333,11.67826667,11.3152,10.41632,23.0856,18.6088,61,56.6,119.4,94.6,1,1.2,2.4,2,1.6,4.8,6.8,5.8,0.53882,0.67768,1.27216,1.05576,33.424,75.588,120.8665228,98.5485228,0,0.81,0.996,0.88,0,1.8,3,2.8,0,0,0,0,0,-2,-1.6,-1.8,0,-0.036,0.04,0.044,0,-5.58,-5.361422,-4.221422,8.43008,12.98144,17.54464,21.83392,45.2,58.4,95.2,106,0.8,1.6,2,2.4,4,8.4,12.4,9.2,0.43816,0.79184,1.131,1.22384,33.14,92.6490456,135.536,117.8090456,0,0.888,0.944,0.728,0,3.6,2,3.2,0,0,0,0,0,0.4,-0.8,1.2,0,0.128,-0.04,0.136,0,-2.802844,-7.08,-1.962844,AGARUW_clean.cif,
26,AGUTUS_clean,AGUTUS,10.1002/zaac.200900121,-1,2.53188,3.68088,3.63702,0,0,0,0,0,0,0,0,0,0,1637.57,220.1106,418.4256,737.124,1394.5116,2826,5684,10340,10302,28,56,100,170,156,432,676,730,18.7378,41.25,76.002,103.6312,3.61,28.88,53.105,77.615,841,1015,1885,2871,1,5,10,16,25,75,135,200,1.9044,5.175,10.488,14.9454,0,-5.7,-8.95,-10.45,0,110,225,365,0,0,0,0,0,10,23,40,0,3.15,6.2,11.25,100.8196,224.3616,330.9828,277.8408,442,1014,1320,840,14,30,44,40,74,178,244,184,6.2942,14.8942,20.5516,15.9624,9.2416,16.9936,23.6816,15.9296,49,91,98,56,1,2,3,2,4,10,14,8,0.5625,1.14,1.4175,0.84,54.76,138.38,171.732614,88.112614,0,0.49,1.33,0.84,0,1,7,6,0,0,0,0,0,-1,-1,0,0,-0.02,0.36,0.38,0,-3.9,-1.00711,2.89289,9.2416,21.5156,37.49586667,25.22186667,49,115.5,155.1666667,88.66666667,1,2.583333333,4.75,3.166666667,6.916666667,19.91666667,26.83333333,13.83333333,0.5625,1.476875,2.244375,1.33,54.76,187.1583333,271.9099722,139.5116388,0,0.775833333,2.105833333,1.33,0,1.583333333,11.08333333,9.5,0,0,0,0,0,-0.416666667,3.083333333,3.5,0,-0.031666667,0.57,0.601666667,0,-6.175,-1.594590833,4.580409167,AGUTUS_clean.cif,
27,AHOBEG_clean,AHOBEG,10.1039/C5DT02147B,1,2.91605,4.70788,4.70235,0,0.100054,0.100053695,0,0,0,237.698,0.1323,0.1323,0,1796.66,158.2536,293.4096,545.2172,826.0608,2230,4628,6800,6048,20,40,68,104,108,286,410,404,12.5146,27.9786,45.3368,55.6042,3.5344,28.3504,33.3794,62.3502,729,945,1512,1863,1,4.5,7.5,11.5,20.5,54.5,90.5,113,1.5876,4.1643,6.8859,9.8973,0,-6.62,-3.655,-11.545,0,86.5,146.5,241.5,0,0,0,0,0,8.5,14,27,0,2.365,3.985,6.635,208.23745,418.455,664.4112,772.8135,947.5,1926,2862,2916,29,61,95,117,156,387,559,605,13.4133,31.0849,46.2343,51.9937,10.9696,11.016,23.86026667,16.50933333,59,60,109.6666667,80.33333333,1,1.333333333,2.666666667,2,2,6,8,6.666666667,0.542766667,0.759733333,1.295,1.034466667,36.98,95.67333333,127.015076,118.8442047,0,0.92,1.316666667,1.63,0,2,5.666666667,5,0,0,0,0,0,-2,-1.333333333,-2.666666667,0,-0.04,0.22,0.066666667,0,-6.6,-3.371406667,-8.335703333,10.9696,13.6,29.02826667,23.552,59,74,137.6666667,99,1,1.666666667,3.333333333,3,3.666666667,11,15.66666667,13,0.542766667,0.952233333,1.68,1.411966667,36.98,123.5466667,182.7617427,168.952614,0,1.083333333,1.643333333,2.353333333,0,2.333333333,6.333333333,9.333333333,0,0,0,0,0,-1.333333333,0.333333333,-0.666666667,0,-0.046666667,0.206666667,0.313333333,0,-7.9,-5.971406667,-7.70711,AHOBEG_clean.cif,
28,AHOKAJ_clean,AHOKAJ,10.1021/cm0112845,-1,2.77173,3.60692,3.60692,0,0,0,0,0,0,0,0,0,0,679.921,103.1271,165.9456,403.1004,452.016,2410,3936,6600,7200,13,24,42,60,66,168,192,120,11.5015,20.2356,31.887,46.428,3.3489,37.7712,24.0462,75.5424,676,1248,2340,2496,1,6,6,12,36,72,108,144,1.5625,5.475,7.95,10.95,0,-9.66,-2.16,-19.32,0,108,66,216,0,0,0,0,0,24,18,48,0,3.12,1.14,6.24,40.2969,45.2016,71.0016,0,417,720,384,0,4,6,6,0,12,18,6,0,2.7223,4.6428,3.1974,0,11.8336,7.5336,23.6672,0,64,120,128,0,1,1,2,0,1,3,2,0,0.5329,0.7738,1.0658,0,28.09,132.5,56.18,0,0,1.25,0,0,0,-7,0,0,0,0,0,0,0,-2,0,0,0,-0.33,0,0,0,-19.7,0,0,4.7961,22.6008,0,0,225,360,0,0,1,3,0,0,9,9,0,0,1.1236,2.3214,0,0,625,397.5,0,0,0,-3.75,0,0,0,21,0,0,0,0,0,0,0,6,0,0,0,0.99,0,0,0,59.1,0,0,AHOKAJ_clean.cif,
29,AHOKIR_clean,AHOKIR,10.1021/cm010651+,1,3.47176,4.48267,4.48267,0,0.130548,0.130547748,0,0,0,72.2046,0.2457,0.2457,0,293.873,87.8138,194.9792,348.1816,142.6912,2516,5152,6826,3296,10,28,36,20,84,244,274,148,9.2534,25.404,29.3666,17.3448,3.61,26.144,11.932,22.762,841,928,1711,812,1,4,3,4,16,40,48,32,1.9044,4.0296,4.83,4.14,0,-6.16,-0.58,-4.38,0,84,28,88,0,0,0,0,0,6,0,8,0,2.6,0.64,2.52,106.6038,151.7562,295.6152,140.607,978,2016,1848,1008,12,22,32,18,54,104,84,64,7.8162,16.1078,18.7764,11.1958,11.8336,7.5336,32.4392,8.772,64,120,176,48,1,1,3,1,1,4,4,2,0.5329,0.7738,1.6279,0.5621,28.09,132.5,116.07,59.89,0,1.25,0.89,0.89,0,-7,2,2,0,0,0,0,0,-3,-1,-1,0,-0.33,-0.04,-0.04,0,-19.7,-6,-6,4.7961,28.1853,5.5845,5.5845,225,450,90,90,1,4,1,1,16,20,8,8,1.1236,3.1376,0.8162,0.8162,625,680,282.5,282.5,0,-4.11,-0.36,-0.36,0,30,9,9,0,0,0,0,0,11,2,2,0,1.28,0.29,0.29,0,72.8,13.7,13.7,AHOKIR_clean.cif,
30,AHOKOX_clean,AHOKOX,10.1021/cm010651+,1,3.53882,4.49713,4.49713,0,0.167619,0.16761896,0,0,0,192.102,0.2916,0.2916,0,658.787,87.8138,194.9792,348.1816,142.6912,2516,5152,6826,3296,10,28,36,20,84,244,274,148,9.2534,25.404,29.3666,17.3448,3.61,26.144,11.932,22.762,841,928,1711,812,1,4,3,4,16,40,48,32,1.9044,4.0296,4.83,4.14,0,-6.16,-0.58,-4.38,0,84,28,88,0,0,0,0,0,6,0,8,0,2.6,0.64,2.52,113.1063,164.7612,308.6202,153.612,1014,2088,1920,1080,13,24,34,20,58,112,92,72,8.4091,17.2936,19.9622,12.3816,11.8336,7.5336,32.4392,8.772,64,120,176,48,1,1,3,1,1,4,4,2,0.5329,0.7738,1.6279,0.5621,28.09,132.5,116.07,59.89,0,1.25,0.89,0.89,0,-7,2,2,0,0,0,0,0,-3,-1,-1,0,-0.33,-0.04,-0.04,0,-19.7,-6,-6,4.7961,28.1853,5.5845,5.5845,225,450,90,90,1,4,1,1,16,20,8,8,1.1236,3.1376,0.8162,0.8162,625,680,282.5,282.5,0,-4.11,-0.36,-0.36,0,30,9,9,0,0,0,0,0,11,2,2,0,1.28,0.29,0.29,0,72.8,13.7,13.7,AHOKOX_clean.cif,
31,AJUNOK_clean,AJUNOK,10.1021/acs.cgd.5b00681,1,2.92387,4.97833,4.97205,0,0.0786708,0.078670599,0,0,0,592.436,0.1131,0.1131,0,5238.16,215.3774,398.5024,875.6364,1198.7008,5748,10272,12132,9360,26,56,100,144,164,448,588,544,18.0088,44.4,71.3432,85.7048,2.8561,33.5296,30.1665,56.6657,2304,2208,2016,2976,1,6,7,13,36,84,126,174,2.1904,6.5416,7.9772,12.3284,0,-9.7,-6.02,-11.56,0,242,294,562,0,0,0,0,0,22,21,49,0,4.46,4.97,10.91,157.3886,331.8864,512.6428,591.797,793,1616,2221,2231,23.5,50,77,93,127,314,446,471,10.7841,25.4616,36.9879,40.2295,10.9696,11.016,23.36373333,18.73866667,59,60,107.3333333,82.66666667,1,1.333333333,2.666666667,2.333333333,2,6,8,7.333333333,0.542766667,0.759733333,1.3,1.126966667,36.98,95.67333333,136.635076,129.9617427,0,0.92,1.48,1.91,0,2,6,7,0,0,0,0,0,-2,-1.333333333,-2.333333333,0,-0.04,0.213333333,0.193333333,0,-6.6,-4.671406667,-7.371406667,2.793288889,5.208533333,6.961022222,6.63,39.33333333,59.11111111,50.88888889,49.33333333,0.333333333,0.666666667,0.888888889,0.888888889,1.333333333,3.111111111,4.888888889,5.333333333,0.2406,0.468333333,0.5562,0.559533333,53.98666667,82.38666667,98.04888889,104.4622222,0,0.108888889,0.224444444,0.333333333,0,0.222222222,2.666666667,2.888888889,0,0,0,0,0,-0.222222222,-0.666666667,-0.888888889,0,-0.004444444,0.046666667,0.042222222,0,-0.866666667,0.066666667,-0.8,AJUNOK_clean.cif,
